"name","synonym"
"Panic Attack","Panic Attack"
"Macho Man","Macho Man"
"Acordando o Prédio","Acordando o Prédio"
"If I Could Be Where You Are","If I Could Be Where You Are"
"Amarantine","Amarantine"
"Don't Stop","Don't Stop"
"I'm So Tired","I'm So Tired"
"From Yesterday","From Yesterday"
"Praise You In This Storm","Praise You In This Storm"
"Hustler Musik","Hustler Musik"
"Uninvited","Uninvited"
"Roses","Roses"
"Always See Your Face","Always See Your Face"
"One Way Trigger","One Way Trigger"
"Under Control","Under Control"
"Forever","Forever"
"Lead Me To The Cross","Lead Me To The Cross"
"Walkin' After Midnight","Walkin' After Midnight"
"Jump Right In","Jump Right In"
"Romeo And Juliet","Romeo And Juliet"
"I Will Survive","I Will Survive"
"Don't Let Me Be Misunderstood","Don't Let Me Be Misunderstood"
"The World Is Ugly","The World Is Ugly"
"I Will Buy You A New Life","I Will Buy You A New Life"
"Somebody","Somebody"
"Two Tribes","Two Tribes"
"Dear Prudence","Dear Prudence"
"Chove Chuva","Chove Chuva"
"Rocket Queen","Rocket Queen"
"Big Shot","Big Shot"
"P.D.A. (We Just Don't Care)","P.D.A. (We Just Don't Care)"
"Heartbreak Girl","Heartbreak Girl"
"Videotape","Videotape"
"Pirate Flag","Pirate Flag"
"Invierno","Invierno"
"Had Enough","Had Enough"
"Just So You Know","Just So You Know"
"Love Hurts","Love Hurts"
"Rebirthing","Rebirthing"
"Fight Together","Fight Together"
"Yes","Yes"
"Water","Water"
"Sensual Seduction","Sensual Seduction"
"Losers","Losers"
"Amado","Amado"
"Avian","Avian"
"Butterfly (Prologue Mix)","Butterfly (Prologue Mix)"
"Watching Movies","Watching Movies"
"Someone Like You","Someone Like You"
"Sure Be Cool If You Did","Sure Be Cool If You Did"
"Better Dig Two","Better Dig Two"
"Hosanna","Hosanna"
"Like You'll Never See Me Again","Like You'll Never See Me Again"
"Ouro De Tolo","Ouro De Tolo"
"Gone","Gone"
"Same Direction","Same Direction"
"Ocean Front Property","Ocean Front Property"
"And I Am Telling You I'm Not Going","And I Am Telling You I'm Not Going"
"Terra de Gigantes","Terra de Gigantes"
"Transatlanticism","Transatlanticism"
"The Rain","The Rain"
"Over The Hills And Far Away","Over The Hills And Far Away"
"A Love So Beautiful","A Love So Beautiful"
"Muñeca de Trapo","Muñeca de Trapo"
"Alone","Alone"
"Never Gonna Give You Up","Never Gonna Give You Up"
"Waiting","Waiting"
"My Michelle","My Michelle"
"Rain When I Die","Rain When I Die"
"Construção","Construção"
"Slow Ride","Slow Ride"
"Blood Like Lemonade","Blood Like Lemonade"
"ATF","ATF"
"Fallen Embers","Fallen Embers"
"Sá Marina","Sá Marina"
"Fans","Fans"
"Police Truck","Police Truck"
"Hurts Like Heaven","Hurts Like Heaven"
"O Que Eu Também Não Entendo","O Que Eu Também Não Entendo"
"Pinwheel","Pinwheel"
"That's Not My Name","That's Not My Name"
"These Days","These Days"
"I Can Talk","I Can Talk"
"The Bends","The Bends"
"Save Me","Save Me"
"Everybody Knows","Everybody Knows"
"Go","Go"
"Paper Bag","Paper Bag"
"Honey","Honey"
"Sunburn","Sunburn"
"I Want To Know What Love Is","I Want To Know What Love Is"
"Can't Be Friends","Can't Be Friends"
"Lenha","Lenha"
"Be With You","Be With You"
"Who Owns My Heart","Who Owns My Heart"
"Out Of My Head","Out Of My Head"
"Fake Empire","Fake Empire"
"Infinita Highway","Infinita Highway"
"Never Fade","Never Fade"
"Turn Off The Light","Turn Off The Light"
"Hey","Hey"
"Without You","Without You"
"Take It Easy My Brother Charles","Take It Easy My Brother Charles"
"Wonder","Wonder"
"Dam That River","Dam That River"
"Lebanese Blonde","Lebanese Blonde"
"Freewill","Freewill"
"Skin","Skin"
"Strani Amori","Strani Amori"
"The End","The End"
"Say You Will","Say You Will"
"Rock With You","Rock With You"
"Black Star","Black Star"
"The Time Is Now","The Time Is Now"
"Bloodbuzz Ohio","Bloodbuzz Ohio"
"Boiler","Boiler"
"I Want You","I Want You"
"Blackbird","Blackbird"
"Get Up","Get Up"
"Sleep Through The Static","Sleep Through The Static"
"What If","What If"
"Today Was A Fairytale","Today Was A Fairytale"
"Of Wolf And Man","Of Wolf And Man"
"More Than That","More Than That"
"Underclass Hero","Underclass Hero"
"Rammstein","Rammstein"
"Let The Beat Build","Let The Beat Build"
"A Primeira Namorada","A Primeira Namorada"
"Rock Steady","Rock Steady"
"Hammer Smashed Face","Hammer Smashed Face"
"Trouble Man","Trouble Man"
"Cowboy Fora Da Lei","Cowboy Fora Da Lei"
"All At Once","All At Once"
"Honky Cat","Honky Cat"
"Vicious","Vicious"
"Let It Burn","Let It Burn"
"High","High"
"Million Dollar Man","Million Dollar Man"
"If I Had You","If I Had You"
"She's Got Issues","She's Got Issues"
"Stay With You","Stay With You"
"Hollow","Hollow"
"Coma White","Coma White"
"In Loving Memory","In Loving Memory"
"A Rezadeira","A Rezadeira"
"Sweet Jane","Sweet Jane"
"Roll With It","Roll With It"
"Whose Bed Have Your Boots Been Under?","Whose Bed Have Your Boots Been Under?"
"Already Gone","Already Gone"
"The Sound Of Truth","The Sound Of Truth"
"Heartache","Heartache"
"Cicatrizes","Cicatrizes"
"...And Justice For All","...And Justice For All"
"Two Hearts","Two Hearts"
"All Fired Up","All Fired Up"
"21st Century Breakdown","21st Century Breakdown"
"If It's Lovin' That You Want","If It's Lovin' That You Want"
"Walk On","Walk On"
"Kim","Kim"
"Through The Never","Through The Never"
"There Will Be A Day","There Will Be A Day"
"Americana","Americana"
"I Can Feel It","I Can Feel It"
"Crime Story","Crime Story"
"Por Favor Señora","Por Favor Señora"
"Mentira","Mentira"
"Touch It","Touch It"
"Crying Shame","Crying Shame"
"Staple It Together","Staple It Together"
"Hand Of Blood","Hand Of Blood"
"What You Give","What You Give"
"On A Plain","On A Plain"
"Pescador","Pescador"
"Ticket To Heaven","Ticket To Heaven"
"Stray Heart","Stray Heart"
"Sumiregusa (Wild Violet)","Sumiregusa (Wild Violet)"
"Morning Glory","Morning Glory"
"Fallen Angels","Fallen Angels"
"Some Might Say","Some Might Say"
"On Every Street","On Every Street"
"Jerusalem","Jerusalem"
"This Is What Makes Us Girls","This Is What Makes Us Girls"
"Sweet Sacrifice","Sweet Sacrifice"
"Converse High","Converse High"
"Whistle For The Choir","Whistle For The Choir"
"Special K","Special K"
"Mucho Corazón","Mucho Corazón"
"Robocop Gay","Robocop Gay"
"Trouble","Trouble"
"Give You What You Like","Give You What You Like"
"Without You","Without You"
"Espatódea","Espatódea"
"Word Of Mouth","Word Of Mouth"
"Nosso Sonho","Nosso Sonho"
"I Turn To You","I Turn To You"
"Get In My Car","Get In My Car"
"Cheers (Drink To That)","Cheers (Drink To That)"
"La Passion","La Passion"
"Still Don't Give A Fuck","Still Don't Give A Fuck"
"Let It Be Me","Let It Be Me"
"La Puerta","La Puerta"
"Muscle Museum","Muscle Museum"
"Millennium","Millennium"
"Pull Up To The Bumper","Pull Up To The Bumper"
"Cuando Me Enamoro","Cuando Me Enamoro"
"Meu Barquinho","Meu Barquinho"
"The Light","The Light"
"Kayleigh","Kayleigh"
"Flashback","Flashback"
"Farewell To The Fairground","Farewell To The Fairground"
"Pitbull Terrier","Pitbull Terrier"
"Breathe Into Me","Breathe Into Me"
"How","How"
"Hurricane","Hurricane"
"God Knows I Tried","God Knows I Tried"
"Big Girl (You Are Beautiful)","Big Girl (You Are Beautiful)"
"Vampire Money","Vampire Money"
"A Little Less Conversation","A Little Less Conversation"
"Used To Love Her","Used To Love Her"
"Stand Back","Stand Back"
"Com Muito Louvor","Com Muito Louvor"
"I Will (Take You Forever)","I Will (Take You Forever)"
"Police Station","Police Station"
"I've Gotta Get A Message To You","I've Gotta Get A Message To You"
"Misguided Ghosts","Misguided Ghosts"
"Cherry Blossom Girl","Cherry Blossom Girl"
"Amada Amante","Amada Amante"
"Our First Time","Our First Time"
"Hope","Hope"
"Suburban Home","Suburban Home"
"Sina","Sina"
"I Want You","I Want You"
"I Will Be Found (Lost At Sea)","I Will Be Found (Lost At Sea)"
"Do Ya","Do Ya"
"Wasting Time","Wasting Time"
"Admirável Chip Novo","Admirável Chip Novo"
"Haunted","Haunted"
"Dogs Out","Dogs Out"
"Golden","Golden"
"Windowpane","Windowpane"
"Interstate Love Song","Interstate Love Song"
"Starry Eyed","Starry Eyed"
"Never Grow Up","Never Grow Up"
"La Pared","La Pared"
"R U Crazy","R U Crazy"
"Hillbilly Deluxe","Hillbilly Deluxe"
"No Way Back","No Way Back"
"Human After All","Human After All"
"The Warrior's Code","The Warrior's Code"
"Last Living Souls","Last Living Souls"
"Real Gold","Real Gold"
"Wake Me Up","Wake Me Up"
"TKO","TKO"
"Bang","Bang"
"The High Road","The High Road"
"Conrad","Conrad"
"I'm Your Baby Tonight","I'm Your Baby Tonight"
"Haunted","Haunted"
"Waitin' On The Day","Waitin' On The Day"
"The Downeaster 'Alexa'","The Downeaster 'Alexa'"
"Bigger Than My Body","Bigger Than My Body"
"Sweet Dreams, TN","Sweet Dreams, TN"
"Brick","Brick"
"Caruso","Caruso"
"Love Illumination","Love Illumination"
"Espumas ao Vento","Espumas ao Vento"
"Wicked Game","Wicked Game"
"Tier","Tier"
"Flashbacks","Flashbacks"
"I Get A Kick Out Of You","I Get A Kick Out Of You"
"Ferrari","Ferrari"
"Crawl","Crawl"
"Vodka","Vodka"
"Ragged Wood","Ragged Wood"
"King Wizard","King Wizard"
"Sabali","Sabali"
"The Rip","The Rip"
"Original Sin","Original Sin"
"Não Enche","Não Enche"
"Red Morning Light","Red Morning Light"
"New York Minute","New York Minute"
"You're Not Sorry","You're Not Sorry"
"Kiss My Country Ass","Kiss My Country Ass"
"Vou Deixar","Vou Deixar"
"2 + 2 = 5","2 + 2 = 5"
"2nd Sucks","2nd Sucks"
"Easy Livin'","Easy Livin'"
"The Other Woman","The Other Woman"
"Someone To Watch Over Me","Someone To Watch Over Me"
"The Price","The Price"
"The Fireman","The Fireman"
"Walk Away","Walk Away"
"I Turn My Camera On","I Turn My Camera On"
"Soon We'll Be Found","Soon We'll Be Found"
"Oh Love","Oh Love"
"The Fixer","The Fixer"
"Infected","Infected"
"Don't Follow","Don't Follow"
"Terrence Loves You","Terrence Loves You"
"Far From Home","Far From Home"
"Stand By Me","Stand By Me"
"Purity","Purity"
"Lost In Stereo","Lost In Stereo"
"Oopsy Daisy","Oopsy Daisy"
"Pigs (Three Different Ones)","Pigs (Three Different Ones)"
"When My Time Comes","When My Time Comes"
"Again","Again"
"Secret Door","Secret Door"
"Here We Go Again","Here We Go Again"
"Scream With Me","Scream With Me"
"A Prophecy","A Prophecy"
"Liberate","Liberate"
"Handy Man","Handy Man"
"Come Rain or Come Shine","Come Rain or Come Shine"
"Gold","Gold"
"War","War"
"Stay Stay Stay","Stay Stay Stay"
"Avant Gardener","Avant Gardener"
"Blue Skies","Blue Skies"
"Christmas Lights","Christmas Lights"
"Sleigh Ride","Sleigh Ride"
"Send Me An Angel","Send Me An Angel"
"In Your Eyes","In Your Eyes"
"The Best Damn Thing","The Best Damn Thing"
"No Ceiling","No Ceiling"
"Phantom Limb","Phantom Limb"
"You Raise Me Up","You Raise Me Up"
"Never Forget","Never Forget"
"Sem Você","Sem Você"
"Home","Home"
"Despair In The Departure Lounge","Despair In The Departure Lounge"
"Open Your Eyes","Open Your Eyes"
"Strip My Mind","Strip My Mind"
"Razorblade","Razorblade"
"Our Time Now","Our Time Now"
"It Just Comes Natural","It Just Comes Natural"
"Lost","Lost"
"Thinking About You","Thinking About You"
"Attention Span","Attention Span"
"Humanity","Humanity"
"Tell Me Why","Tell Me Why"
"Repentless","Repentless"
"Homesick","Homesick"
"Whatsername","Whatsername"
"The Jetset Life Is Gonna Kill You","The Jetset Life Is Gonna Kill You"
"Reinventing Your Exit","Reinventing Your Exit"
"Ch-Check It Out","Ch-Check It Out"
"The Nameless","The Nameless"
"Karmacoma","Karmacoma"
"Memory Lane (Sittin' in da Park)","Memory Lane (Sittin' in da Park)"
"Enjoy The Ride","Enjoy The Ride"
"Sabor de Mel","Sabor de Mel"
"Blue Ridge Mountains","Blue Ridge Mountains"
"I Will Possess Your Heart","I Will Possess Your Heart"
"A Little Too Not Over You","A Little Too Not Over You"
"Coldest Winter","Coldest Winter"
"Hum Hallelujah","Hum Hallelujah"
"Hope","Hope"
"Feel Again","Feel Again"
"Poison","Poison"
"Não Deixo Não","Não Deixo Não"
"Me Quiere Besar","Me Quiere Besar"
"Quizas","Quizas"
"Love In The Dark","Love In The Dark"
"Dímelo","Dímelo"
"Keeping Your Head Up","Keeping Your Head Up"
"Careful","Careful"
"The Modern Age","The Modern Age"
"Play","Play"
"Asas","Asas"
"Insomnia","Insomnia"
"Shimmy","Shimmy"
"Promises","Promises"
"Science","Science"
"Ether","Ether"
"Everything Ends","Everything Ends"
"Over The Hills And Far Away","Over The Hills And Far Away"
"A Woman's Worth","A Woman's Worth"
"Romeo","Romeo"
"Halfway There","Halfway There"
"Higher Ground","Higher Ground"
"Fury Of The Storm","Fury Of The Storm"
"Viver Sem Segredo","Viver Sem Segredo"
"Não Vou Mentir","Não Vou Mentir"
"Mama","Mama"
"Refuse / Resist","Refuse / Resist"
"Aunque Te Fuiste","Aunque Te Fuiste"
"Codinome Beija-Flor","Codinome Beija-Flor"
"Gracias","Gracias"
"Brick By Brick","Brick By Brick"
"A Song For You","A Song For You"
"Bloody Well Right","Bloody Well Right"
"One Step Beyond","One Step Beyond"
"If I Can't Have You","If I Can't Have You"
"Something Big","Something Big"
"Bounce","Bounce"
"Intro","Intro"
"Tu Mirada","Tu Mirada"
"Monks","Monks"
"Fever","Fever"
"Bottoms Up","Bottoms Up"
"Paris","Paris"
"Hopeless Wanderer","Hopeless Wanderer"
"You Don't Know Me","You Don't Know Me"
"If You Think You're Lonely Now","If You Think You're Lonely Now"
"Big City","Big City"
"Spirits In The Material World","Spirits In The Material World"
"Rise Above","Rise Above"
"Shake Me","Shake Me"
"Werewolves of London","Werewolves of London"
"Happy Little Pill","Happy Little Pill"
"Magic Dance","Magic Dance"
"Cities In Dust","Cities In Dust"
"In Your Eyes","In Your Eyes"
"Another Round (feat. Chris Brown)","Another Round (feat. Chris Brown)"
"Good Day","Good Day"
"Dead Sea","Dead Sea"
"Love Me","Love Me"
"Raise Your Horns","Raise Your Horns"
"Sabbath Bloody Sabbath","Sabbath Bloody Sabbath"
"Bleeding Love","Bleeding Love"
"Could This Be Love","Could This Be Love"
"Girl Gone Wild","Girl Gone Wild"
"Moth Into Flame","Moth Into Flame"
"Eu Amo Você","Eu Amo Você"
"The Language","The Language"
"Smile Flower","Smile Flower"
"Into Your Arms","Into Your Arms"
"Let's Go","Let's Go"
"Hands Clean","Hands Clean"
"Sappy","Sappy"
"Talk Show Host","Talk Show Host"
"Get Outta My Way","Get Outta My Way"
"If I Had A Tail","If I Had A Tail"
"Ideologia","Ideologia"
"Não Sei Viver Sem Ter Você","Não Sei Viver Sem Ter Você"
"Midnight","Midnight"
"I Still Believe","I Still Believe"
"Lost Cause","Lost Cause"
"Throw Away Your Television","Throw Away Your Television"
"Save Me","Save Me"
"Up In The Air","Up In The Air"
"Midnight In A Perfect World","Midnight In A Perfect World"
"Come Undone","Come Undone"
"I Hung My Head","I Hung My Head"
"The Chosen Ones","The Chosen Ones"
"Infinite","Infinite"
"Buried Myself Alive","Buried Myself Alive"
"Open Your Eyes","Open Your Eyes"
"Calling All Angels","Calling All Angels"
"Don't Swallow the Cap","Don't Swallow the Cap"
"Close As Strangers","Close As Strangers"
"Camisa 10","Camisa 10"
"Everything Zen","Everything Zen"
"Lights Out, Words Gone","Lights Out, Words Gone"
"Casimir Pulaski Day","Casimir Pulaski Day"
"Saturday Night Special","Saturday Night Special"
"Taxi Cab","Taxi Cab"
"World Turning","World Turning"
"The Long Way Home","The Long Way Home"
"Dia Branco","Dia Branco"
"Comeback Story","Comeback Story"
"Indecente","Indecente"
"Marcus Garvey","Marcus Garvey"
"Papillon","Papillon"
"Coming Home","Coming Home"
"Your House","Your House"
"Santa Fe","Santa Fe"
"Simple As This","Simple As This"
"Now","Now"
"Rusty Cage","Rusty Cage"
"Another Day","Another Day"
"The One","The One"
"Copperline","Copperline"
"Only Shallow","Only Shallow"
"Don't Call Me White","Don't Call Me White"
"Sharp Dressed Man","Sharp Dressed Man"
"14 Years","14 Years"
"Punk Rock Song","Punk Rock Song"
"Wasted Time","Wasted Time"
"Todo Y Nada","Todo Y Nada"
"You And Your Friend","You And Your Friend"
"Underwater Love","Underwater Love"
"Resurrection","Resurrection"
"Nice Guys Finish Last","Nice Guys Finish Last"
"Bleed The Freak","Bleed The Freak"
"It's Only Natural","It's Only Natural"
"Let's Get Rocked","Let's Get Rocked"
"Sweet Thing","Sweet Thing"
"Mona Lisa","Mona Lisa"
"One","One"
"Too Much","Too Much"
"Cómo","Cómo"
"Calling Elvis","Calling Elvis"
"Oceans","Oceans"
"God Is Dead?","God Is Dead?"
"Fucking Hostile","Fucking Hostile"
"Right Now","Right Now"
"Make It Rain","Make It Rain"
"These Are Days","These Are Days"
"Everybody's Watching Me (Uh Oh)","Everybody's Watching Me (Uh Oh)"
"A New Level","A New Level"
"1000hp","1000hp"
"Always","Always"
"Solitude","Solitude"
"Fat Bottomed Girls","Fat Bottomed Girls"
"Snap Your Fingers, Snap Your Neck","Snap Your Fingers, Snap Your Neck"
"Say Yes","Say Yes"
"Solo Dolo (Nightmare)","Solo Dolo (Nightmare)"
"Make You Feel My Love","Make You Feel My Love"
"Always","Always"
"For You","For You"
"The Best Day","The Best Day"
"Run To Me","Run To Me"
"El Scorcho","El Scorcho"
"Wave Of Mutilation","Wave Of Mutilation"
"Planet Telex","Planet Telex"
"Frances Farmer Will Have Her Revenge On Seattle","Frances Farmer Will Have Her Revenge On Seattle"
"Fireman","Fireman"
"The Perfect Drug","The Perfect Drug"
"Cold Hearted","Cold Hearted"
"Have You Ever","Have You Ever"
"Tusk","Tusk"
"Am I Demon","Am I Demon"
"I Don't Wanna Go On With You Like That","I Don't Wanna Go On With You Like That"
"I Still Believe","I Still Believe"
"Rain King","Rain King"
"Hell Is Round The Corner","Hell Is Round The Corner"
"For Whom The Bell Tolls","For Whom The Bell Tolls"
"Pra Ser Sincero","Pra Ser Sincero"
"Sunday Morning","Sunday Morning"
"Vira-Vira","Vira-Vira"
"Friday","Friday"
